,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178
93,93,366,912,1286,1675,2094,2214,2813,2934,3535,3660,4269,4410,4692,5256,5666,5768,6331,6739,6837,7392,7784,8209,8341,8964,9133,9471,9788,10063,10613,10995,11400,11492,12035,12403,12780,13175,13606,13750,14038,14614,15048,15198,15498,16098,16221,16826,16959,17584,17757,18103,18436,18743,19357,19508,19810,20414,20545,21166,21331,21661,21962,22564,22691,23304,23453,23751,24347,24462,25051,25152,25713,26117,26207,26746,27106,27467,27830,28197,28572,28963,29386,29514,30129,30282,30588,31200,31347,31641,32229,32328,32885,33281,33714,33862,34158,34750,34857,35430,35858,35996,36272,36824,37210,37623,37731,38306,38738,38884,39176,39760,39851,40392,40756,41125,41504,41903,42342,42502,42822,43103,43665,44071,44165,44712,45088,45481,45908,46044,46316,46860,47230,47611,48014,48461,48637,48989,49334,49665,49968,50574,50709,50979,51519,51881,52246,52617,53000,53407,53503,54054,54438,54847,54947,55506,55906,56347,56511,56839,57136,57730,57841,58422,58866,59036,59376,59697,59980,60546,60960,61070,61649,62089,62251,62575,62864,63442,63880,64038
94,94,368,916,1294,1691,2126,2278,2582,3190,3329,3607,4163,4557,4986,5126,5406,5966,6368,6813,6985,7329,7658,7957,8555,8674,9271,9388,9981,10090,10667,11103,11257,11565,12181,12336,12646,13266,13429,13755,14048,14634,14729,15278,15658,16059,16502,16670,17006,17319,17945,18120,18470,18811,19134,19421,19995,20425,20567,20851,21419,21837,21955,22550,22663,23248,23341,23886,24258,24643,25054,25158,25725,26141,26255,26842,26939,27492,27880,28297,28413,29004,29109,29678,30098,30220,30823,30952,31569,31726,32040,32668,32847,33205,33562,33917,34268,34611,34938,35233,35823,35926,36491,36903,37009,37580,38004,38134,38753,38914,39236,39521,40091,40513,40639,41250,41395,41685,42265,42707,42873,43205,43510,44120,44263,44549,45121,45547,45681,46308,46485,46839,47188,47527,47846,48125,48683,49081,49518,49674,49986,50610,50781,51123,51448,51739,52321,52767,52941,53289,53626,53941,54212,54754,55120,55493,55880,56295,56407,56990,57438,57616,57972,58325,58672,59007,59318,59940,60107,60441,60750,61368,61527,61845,62122,62676,63066,63487,63611,64218
95,95,370,920,1302,1707,1799,2342,2710,3087,3482,3913,4057,4345,4921,5355,5505,5805,6405,6528,7133,7266,7891,8064,8410,8743,9050,9664,9815,10117,10721,10852,11473,11638,11968,12269,12871,12998,13611,13760,14058,14654,14769,15358,15459,16020,16424,16514,17053,17413,17774,18137,18504,18879,19270,19693,19821,20436,20589,20895,21507,21654,21948,22536,22635,23192,23588,24021,24169,24465,25057,25164,25737,26165,26303,26579,27131,27517,27930,28038,28613,29045,29191,29483,30067,30158,30699,31063,31432,31811,32210,32649,32809,33129,33410,33972,34378,34472,35019,35395,35788,36215,36351,36623,37167,37537,37918,38321,38768,38944,39296,39641,39972,40275,40881,41016,41286,41826,42188,42553,42924,43307,43714,43810,44361,44745,45154,45254,45813,46213,46654,46818,47146,47443,48037,48148,48729,49173,49343,49683,50004,50287,50853,51267,51377,51956,52396,52558,52882,53171,53749,54187,54345,54661,54934,55480,55854,56243,56662,56782,57381,57502,58103,58228,58837,58978,59260,59824,60234,60336,60899,61307,61405,61960,62352,62777,62909,63532,63701,64039
96,96,372,924,1310,1723,1831,2406,2838,2984,3276,3860,3951,4492,4856,5225,5604,6003,6442,6602,6922,7203,7765,8171,8265,8812,9188,9581,10008,10144,10416,10960,11330,11711,12114,12561,12737,13089,13434,13765,14068,14674,14809,15079,15619,15981,16346,16717,17100,17507,17603,18154,18538,18947,19047,19606,20006,20447,20611,20939,21236,21830,21941,22522,22966,23136,23476,23797,24080,24646,25060,25170,25749,26189,26351,26675,26964,27542,27980,28138,28454,28727,29273,29647,30036,30455,30575,31174,31295,31896,32021,32630,32771,33053,33617,34027,34129,34692,35100,35198,35753,36145,36570,36702,37325,37494,37832,38149,38424,38974,39356,39761,39853,40396,40764,41141,41536,41967,42111,42399,42975,43409,43559,43859,44459,44582,45187,45320,45945,46118,46464,46797,47104,47718,47869,48171,48775,48906,49527,49692,50022,50323,50925,51052,51665,51814,52112,52708,52823,53412,53513,54074,54478,54568,55107,55467,55828,56191,56558,56933,57324,57747,57875,58490,58643,58949,59561,59708,60002,60590,60689,61246,61642,62075,62223,62519,63111,63218,63791,64219
97,97,374,928,1318,1739,1863,2470,2607,2881,3429,3807,4204,4639,4791,5095,5703,5842,6120,6676,7070,7499,7639,7919,8479,8881,9326,9498,9842,10171,10470,11068,11187,11784,11901,12494,12603,13180,13616,13770,14078,14694,14849,15159,15779,15942,16268,16561,17147,17242,17791,18171,18572,19015,19183,19519,19832,20458,20633,20983,21324,21647,21934,22508,22938,23080,23364,23932,24350,24468,25063,25176,25761,25854,26399,26771,27156,27567,27671,28238,28654,28768,29355,29452,30005,30393,30810,30926,31517,31622,32191,32611,32733,33336,33465,34082,34239,34553,35181,35360,35718,36075,36430,36781,37124,37451,37746,38336,38439,39004,39416,39522,40093,40517,40647,41266,41427,41749,42034,42604,43026,43152,43763,43908,44198,44778,45220,45386,45718,46023,46633,46776,47062,47634,48060,48194,48821,48998,49352,49701,50040,50359,50638,51196,51594,52031,52187,52499,53123,53294,53636,53961,54252,54834,55280,55454,55802,56139,56454,56725,57267,57633,58006,58393,58808,58920,59503,59951,60129,60485,60838,61185,61520,61831,62453,62620,62954,63263,63881,64040
98,98,376,932,1326,1755,1895,2175,2735,3137,3582,3754,4098,4427,4726,5324,5443,6040,6157,6750,6859,7436,7872,8026,8334,8950,9105,9415,10035,10198,10524,10817,11403,11498,12047,12427,12828,13271,13439,13775,14088,14714,14889,15239,15580,15903,16190,16764,17194,17336,17620,18188,18606,18724,19319,19432,20017,20110,20655,21027,21412,21823,21927,22494,22910,23024,23611,23708,24261,24649,25066,25182,25773,25878,26447,26867,26989,27592,27721,28338,28495,28809,29437,29616,29974,30331,30686,31037,31380,31707,32002,32592,32695,33260,33672,33778,34349,34773,34903,35522,35683,36005,36290,36860,37282,37408,38019,38164,38454,39034,39476,39642,39974,40279,40889,41032,41318,41890,42316,42450,43077,43254,43608,43957,44296,44615,44894,45452,45850,46287,46443,46755,47379,47550,47892,48217,48508,49090,49536,49710,50058,50395,50710,50981,51523,51889,52262,52649,53064,53176,53759,54207,54385,54741,55094,55441,55776,56087,56709,56876,57210,57519,58137,58296,58614,58891,59445,59835,60256,60380,60987,61124,61398,61946,62324,62721,63156,63308,63612,64220
99,99,378,936,1334,1771,1927,2239,2863,3034,3376,3701,3992,4574,5020,5194,5542,5879,6194,6465,7007,7373,7746,8133,8548,8660,9243,9691,9869,10225,10578,10925,11260,11571,12193,12360,12694,13003,13621,13780,14098,14375,14929,15319,15740,15864,16471,16608,16882,17430,17808,18205,18640,18792,19096,19704,19843,20121,20677,21071,21500,21640,21920,22480,22882,23327,23499,23843,24172,24471,25069,25188,25785,25902,26495,26604,27181,27617,27771,28079,28695,28850,29160,29780,29943,30269,30562,31148,31243,31792,32172,32573,33016,33184,33520,33833,34459,34634,34984,35325,35648,35935,36509,36939,37081,37365,37933,38351,38469,39064,39177,39762,39855,40400,40772,41157,41568,41672,42239,42655,42769,43356,43453,44006,44394,44811,44927,45518,45623,46192,46612,46734,47337,47466,48083,48240,48554,49182,49361,49719,50076,50431,50782,51125,51452,51747,52337,52440,53005,53417,53523,54094,54518,54648,55267,55428,55750,56035,56605,57027,57153,57764,57909,58199,58779,59221,59387,59719,60024,60634,60777,61063,61635,62061,62195,62822,62999,63353,63702,64041
100,100,380,940,1342,1787,1959,2303,2632,2931,3529,3648,4245,4362,4955,5064,5641,6077,6231,6539,7155,7310,7620,8240,8403,8729,9022,9608,9703,10252,10632,11033,11476,11644,11980,12293,12919,13094,13444,13785,14108,14395,14969,15399,15541,15825,16393,16811,16929,17524,17637,18222,18315,18860,19232,19617,20028,20132,20699,21115,21229,21816,21913,22466,22854,23271,23387,23978,24083,24652,25072,25194,25797,25926,26543,26700,27014,27642,27821,28179,28536,28891,29242,29585,29912,30207,30797,30900,31465,31877,31983,32554,32978,33108,33727,33888,34210,34495,35065,35487,35613,36224,36369,36659,37239,37681,37847,38179,38484,39094,39237,39523,40095,40521,40655,41282,41459,41813,42162,42501,42820,43099,43657,44055,44492,44648,44960,45584,45755,46097,46422,46713,47295,47741,47915,48263,48600,48915,49186,49728,50094,50467,50854,51269,51381,51964,52412,52590,52946,53299,53646,53981,54292,54914,55081,55415,55724,56342,56501,56819,57096,57650,58040,58461,58585,59192,59329,59603,60151,60529,60926,61361,61513,61817,62425,62564,62842,63398,63792,64221
101,101,382,944,1350,1444,1991,2367,2760,3187,3323,3595,4139,4509,4890,5293,5740,5916,6268,6613,6944,7247,7853,7988,8258,8798,9160,9525,9896,10279,10686,10782,11333,11717,12126,12226,12785,13185,13626,13790,14118,14415,15009,15120,15701,16145,16315,16655,16976,17259,17825,18239,18349,18928,19368,19530,19854,20143,20721,21159,21317,21633,21906,22452,22826,23215,23634,23754,24353,24474,25075,25200,25809,25950,26232,26796,27206,27308,27871,28279,28377,28932,29324,29749,29881,30504,30673,31011,31328,31603,32153,32535,32940,33032,33575,33943,34320,34715,35146,35290,35578,36154,36588,36738,37038,37638,37761,38366,38499,39124,39297,39643,39976,40283,40897,41048,41350,41954,42085,42706,42871,43201,43502,44104,44231,44844,44993,45291,45887,46002,46591,46692,47253,47657,47747,48286,48646,49007,49370,49737,50112,50503,50926,51054,51669,51822,52128,52740,52887,53181,53769,53868,54425,54821,55254,55402,55698,56290,56397,56970,57398,57536,57812,58364,58750,59163,59271,59846,60278,60424,60716,61300,61391,61932,62296,62665,63044,63443,63882,64042
102,102,384,948,1358,1460,2023,2431,2529,3084,3476,3901,4033,4656,4825,5163,5480,5755,6305,6687,7092,7184,7727,8095,8472,8867,9298,9442,9730,10306,10740,10890,11190,11790,11913,12518,12651,13276,13449,13795,14128,14435,15049,15200,15502,16106,16237,16858,17023,17353,17654,18256,18383,18996,19145,19443,20039,20154,20743,20844,21405,21809,21899,22438,22798,23159,23522,23889,24264,24655,25078,25206,25821,25974,26280,26892,27039,27333,27921,28020,28577,28973,29406,29554,29850,30442,30549,31122,31550,31688,31964,32516,32902,33315,33423,33998,34430,34576,34868,35452,35543,36084,36448,36817,37196,37595,38034,38194,38514,38795,39357,39763,39857,40404,40780,41173,41600,41736,42008,42552,42922,43303,43706,44153,44329,44681,45026,45357,45660,46266,46401,46671,47211,47573,47938,48309,48692,49099,49195,49746,50130,50539,50639,51198,51598,52039,52203,52531,52828,53422,53533,54114,54558,54728,55068,55389,55672,56238,56652,56762,57341,57781,57943,58267,58556,59134,59572,59730,60046,60319,60865,61239,61628,62047,62167,62766,62887,63488,63613,64222
103,103,386,952,1366,1476,2055,2495,2657,2981,3270,3848,4286,4444,4760,5033,5579,5953,6342,6761,6881,7480,7601,8202,8327,8936,9077,9359,9923,10333,10435,10998,11406,11504,12059,12451,12876,13008,13631,13800,14138,14455,14730,15280,15662,16067,16159,16702,17070,17447,17842,18273,18417,18705,19281,19715,19865,20165,20765,20888,21493,21626,22251,22424,22770,23103,23410,24024,24175,24477,25081,25212,25833,25998,26328,26629,27231,27358,27971,28120,28418,29014,29129,29718,29819,30380,30784,30874,31413,31773,32134,32497,32864,33239,33630,34053,34181,34796,34949,35255,35867,36014,36308,36896,36995,37552,37948,38381,38529,38825,39417,39524,40097,40525,40663,40939,41491,41877,42290,42398,42973,43405,43551,43843,44427,44518,45059,45423,45792,46171,46570,47009,47169,47489,47770,48332,48738,48832,49379,49755,50148,50575,50711,50983,51527,51897,52278,52681,53128,53304,53656,54001,54332,54635,55241,55376,55646,56186,56548,56913,57284,57667,58074,58170,58721,59105,59514,59614,60173,60573,61014,61178,61506,61803,62397,62508,63089,63533,63703,64043
104,104,388,956,1374,1492,2087,2200,2785,2878,3423,3795,4180,4591,4695,5262,5678,5792,6379,6476,7029,7417,7834,7950,8541,8646,9215,9635,9757,10360,10489,11106,11263,11577,12205,12384,12742,13099,13454,13805,14148,14475,14770,15360,15463,16028,16440,16546,17117,17541,17671,18290,18451,18773,19058,19628,20050,20176,20787,20932,21222,21802,22244,22410,22742,23047,23657,23800,24086,24658,25084,25218,25845,26022,26376,26725,27064,27383,27662,28220,28618,29055,29211,29523,30147,30318,30660,30985,31276,31858,32304,32478,32826,33163,33478,33749,34291,34657,35030,35417,35832,35944,36527,36975,37153,37509,37862,38209,38544,38855,39477,39644,39978,40287,40905,41064,41382,41659,42213,42603,43024,43148,43755,43892,44166,44714,45092,45489,45924,46076,46380,46988,47127,47405,47961,48355,48784,48924,49204,49764,50166,50611,50783,51127,51456,51755,52353,52472,53069,53186,53779,53888,54465,54901,55055,55363,55979,56134,56444,57064,57227,57553,57846,58432,58527,59076,59456,59857,60300,60468,60804,61117,61743,61918,62268,62609,62932,63219,63793,64223
105,105,390,960,1382,1508,2119,2264,2554,3134,3576,3742,4074,4379,4989,5132,5418,5990,6416,6550,7177,7354,7708,8057,8396,8715,8994,9552,9950,10387,10543,10855,11479,11650,11992,12317,12608,13190,13636,13810,14158,14495,14810,15081,15623,15989,16362,16749,17164,17276,17859,18307,18485,18841,19194,19541,19876,20187,20809,20976,21310,21619,22237,22396,22714,22991,23545,23935,24356,24480,25087,25224,25498,26046,26424,26821,27256,27408,27712,28320,28459,28737,29293,29687,30116,30256,30536,31096,31498,31943,32115,32459,32788,33087,33685,33804,34401,34518,35111,35220,35797,36233,36387,36695,37311,37466,37776,38396,38559,38885,39178,39764,39859,40408,40788,41189,41632,41800,42136,42449,43075,43250,43600,43941,44264,44551,45125,45555,45697,45981,46549,46967,47085,47680,47793,48378,48471,49016,49388,49773,50184,50288,50855,51271,51385,51972,52069,52622,53010,53427,53543,54134,54239,54808,55228,55350,55953,56082,56699,56856,57170,57798,57977,58335,58692,59047,59398,59741,60068,60363,60953,61056,61621,62033,62139,62710,63134,63264,63883,64044
106,106,392,964,1390,1524,2151,2328,2682,3031,3370,3689,3968,4526,4924,5361,5517,5829,6453,6624,6966,7291,7582,8164,8610,8784,9132,9469,9784,10055,10597,10963,11336,11723,12138,12250,12833,13281,13459,13815,14168,14515,14850,15161,15783,15950,16284,16593,17211,17370,17688,17965,18519,18909,19330,19454,20061,20198,20472,21020,21398,21795,22230,22382,22686,23294,23433,23711,24267,24661,25090,25230,25510,26070,26472,26917,27089,27433,27762,28061,28659,28778,29375,29492,30085,30194,30771,31207,31361,31669,32285,32440,32750,33370,33533,33859,34152,34738,34833,35382,35762,36163,36606,36774,37110,37423,38049,38224,38574,38915,39238,39525,40099,40529,40671,40955,41523,41941,42059,42654,42767,43352,43445,43990,44362,44747,45158,45262,45829,46245,46359,46946,47043,47596,47984,48401,48517,49108,49213,49782,50202,50324,50927,51056,51673,51830,52144,52772,52951,53309,53666,54021,54372,54715,55042,55337,55927,56030,56595,57007,57113,57684,58108,58238,58857,59018,59340,59625,60195,60617,60743,61354,61499,61789,62369,62811,62977,63309,63614,64224
107,107,394,968,1398,1540,1824,2392,2810,2928,3523,3636,4221,4314,4859,5231,5616,6027,6131,6698,7114,7228,7815,7912,8465,8853,9270,9386,9977,10082,10651,11071,11193,11796,11925,12542,12699,13013,13641,13820,14178,14535,14890,15241,15584,15911,16206,16796,16899,17464,17876,17982,18553,18977,19107,19726,19887,20209,20494,21064,21486,21612,22223,22368,22658,23238,23680,23846,24178,24483,25093,25236,25522,26094,26520,26654,27281,27458,27812,28161,28500,28819,29098,29656,30054,30491,30647,30959,31583,31754,32096,32421,32712,33294,33740,33914,34262,34599,34914,35185,35727,36093,36466,36853,37268,37380,37963,38411,38589,38945,39298,39645,39980,40291,40913,41080,41414,41723,42341,42500,42818,43095,43649,44039,44460,44584,45191,45328,45602,46150,46528,46925,47360,47512,47816,48424,48563,48841,49397,49791,50220,50360,50640,51200,51602,52047,52219,52563,52892,53191,53789,53908,54505,54622,55215,55324,55901,56337,56491,56799,57415,57570,57880,58500,58663,58989,59282,59868,59963,60512,60892,61293,61736,61904,62240,62553,63179,63354,63704,64045
108,108,396,972,1406,1556,1856,2456,2579,3184,3317,3942,4115,4461,4794,5101,5715,5866,6168,6772,6903,7524,7689,8019,8320,8922,9049,9662,9811,10109,10705,10820,11409,11510,12071,12475,12565,13104,13464,13825,14188,14555,14930,15321,15744,15872,16487,16640,16946,17558,17705,17999,18587,18686,19243,19639,20072,20220,20516,21108,21215,21788,22216,22354,22630,23182,23568,23981,24089,24664,25096,25242,25534,26118,26209,26750,27114,27483,27862,28261,28700,28860,29180,29461,30023,30429,30523,31070,31446,31839,32266,32402,32674,33218,33588,33969,34372,34819,34995,35347,35692,36023,36326,36932,37067,37337,37877,38239,38604,38975,39358,39765,39861,40412,40796,41205,41305,41864,42264,42705,42869,43197,43494,44088,44199,44780,45224,45394,45734,46055,46338,46904,47318,47428,48007,48447,48609,48933,49222,49800,50238,50396,50712,50985,51531,51905,52294,52713,52833,53432,53553,54154,54279,54888,55029,55311,55875,56285,56387,56950,57358,57456,58011,58403,58828,58960,59583,59752,60090,60407,60682,61232,61614,62019,62111,62654,63022,63399,63794,64225
109,109,398,976,1414,1572,1888,2161,2707,3081,3470,3889,4009,4608,4729,5330,5455,6064,6205,6487,7051,7461,7563,8126,8534,8632,9187,9579,10004,10136,10759,10928,11266,11583,11858,12408,12790,13195,13287,13830,14198,14575,14970,15401,15545,15833,16409,16843,16993,17293,17893,18016,18621,18754,19379,19552,19898,20231,20538,21152,21303,21605,22209,22340,22961,23126,23456,23757,24359,24486,25099,25248,25546,26142,26257,26846,26947,27508,27912,28002,28541,28901,29262,29625,29992,30367,30758,31181,31309,31924,32077,32383,32995,33142,33436,34024,34123,34680,35076,35509,35657,35953,36545,36652,37225,37653,37791,38067,38619,39005,39418,39526,40101,40533,40679,40971,41555,41646,42187,42551,42920,43299,43698,44137,44297,44617,44898,45460,45866,45960,46507,46883,47276,47703,47839,48111,48655,49025,49406,49809,50256,50432,50784,51129,51460,51763,52369,52504,52774,53314,53676,54041,54412,54795,55202,55298,55849,56233,56642,56742,57301,57701,58142,58306,58634,58931,59525,59636,60217,60661,60831,61171,61492,61775,62341,62755,62865,63444,63884,64046
110,110,400,980,1422,1588,1920,2225,2835,2978,3264,3836,4262,4396,5023,5200,5554,5903,6242,6561,6840,7398,7796,8233,8389,8701,9325,9496,9838,10163,10454,11036,11482,11656,12004,12341,12656,12927,13469,13835,14208,14595,15010,15122,15705,16153,16331,16687,17040,17387,17722,18033,18655,18822,19156,19465,20083,20242,20560,20837,21391,21781,22202,22326,22933,23070,23344,23892,24270,24667,25102,25254,25558,26166,26305,26583,27139,27533,27962,28102,28382,28942,29344,29789,29961,30305,30634,30933,31531,31650,32247,32364,32957,33066,33643,34079,34233,34541,35157,35312,35622,36242,36405,36731,37024,37610,37705,38254,38634,39035,39478,39646,39982,40295,40921,41096,41446,41787,42110,42397,42971,43401,43543,43827,44395,44813,44931,45526,45639,46224,46317,46862,47234,47619,48030,48134,48701,49117,49231,49818,49915,50468,50856,51273,51389,51980,52085,52654,53074,53196,53799,53928,54545,54702,55016,55644,55823,56181,56538,56893,57244,57587,57914,58209,58799,58902,59467,59879,59985,60556,60980,61110,61729,61890,62212,62497,63067,63489,63615,64226
111,111,402,984,1430,1604,1952,2289,2604,2875,3417,3783,4156,4543,4958,5070,5653,6101,6279,6635,6988,7335,7670,7981,8603,8770,9104,9413,10031,10190,10508,10785,11339,11729,12150,12274,12881,13018,13292,13840,14218,14615,15050,15202,15506,16114,16253,16531,17087,17481,17910,18050,18330,18890,19292,19737,19909,20253,20582,20881,21479,21598,22195,22312,22905,23014,23591,24027,24181,24489,25105,25260,25570,26190,26353,26679,26972,27558,27653,28202,28582,28983,29426,29594,29930,30243,30869,31044,31394,31735,32058,32345,32919,33349,33491,33775,34343,34761,34879,35474,35587,36172,36265,36810,37182,37567,37978,38082,38649,39065,39179,39766,39863,40416,40804,41221,41337,41928,42033,42602,43022,43144,43747,43876,44493,44650,44964,45592,45771,46129,46486,46841,47192,47535,47862,48157,48747,48850,49415,49827,49933,50504,50928,51058,51677,51838,52160,52445,53015,53437,53563,54174,54319,54609,55189,55631,55797,56129,56434,57044,57187,57473,58045,58471,58605,59232,59409,59763,60112,60451,60770,61049,61607,62005,62442,62598,62910,63534,63705,64047
112,112,404,988,1079,1620,1984,2353,2732,3131,3570,3730,4050,4331,4893,5299,5393,5940,6316,6709,7136,7272,7544,8088,8458,8839,9242,9689,9865,10217,10562,10893,11196,11802,11937,12207,12747,13109,13474,13845,14228,14635,14731,15282,15666,16075,16175,16734,17134,17575,17739,18067,18364,18958,19069,19650,20094,20264,20604,20925,21208,21774,22188,22298,22877,23317,23479,23803,24092,24670,25108,25266,25582,25855,26401,26775,27164,27583,27703,28302,28423,29024,29149,29758,29899,30181,30745,31155,31257,31820,32228,32326,32881,33273,33698,33830,34453,34622,34960,35277,35552,36102,36484,36889,36981,37524,37892,38269,38664,39095,39239,39527,40103,40537,40687,40987,41587,41710,42315,42448,43073,43246,43592,43925,44232,44846,44997,45299,45903,46034,46655,46820,47150,47451,48053,48180,48793,48942,49240,49836,49951,50540,50641,51202,51606,51696,52235,52595,52956,53319,53686,54061,54452,54875,55003,55618,55771,56077,56689,56836,57130,57718,57817,58374,58770,59203,59351,59647,60239,60346,60919,61347,61485,61761,62313,62699,63112,63220,63795,64227
113,113,406,992,1087,1636,2016,2417,2860,3028,3364,3677,4303,4478,4828,5169,5492,5779,6353,6783,6925,7209,7777,8195,8313,8908,9021,9606,9699,10244,10616,11001,11412,11516,12083,12499,12613,13200,13297,13850,14238,14655,14771,15362,15467,16036,16456,16578,17181,17310,17927,18084,18398,19026,19205,19563,19920,20275,20626,20969,21296,21591,22181,22284,22849,23261,23367,23938,24362,24492,25111,25272,25594,25879,26449,26871,26997,27608,27753,28043,28623,29065,29231,29563,29868,30478,30621,30907,31479,31905,32039,32666,32843,33197,33546,33885,34204,34483,35041,35439,35876,36032,36344,36968,37139,37481,37806,38097,38679,39125,39299,39647,39984,40299,40570,41112,41478,41851,42238,42653,42765,43348,43796,43974,44330,44683,45030,45365,45676,46298,46465,46799,47108,47726,47885,48203,48480,49034,49424,49845,49969,50576,50713,50987,51535,51913,52310,52745,52897,53201,53809,53948,54226,54782,55176,55605,55745,56025,56585,56987,57432,57604,57948,58277,58576,59174,59293,59890,60007,60600,60709,61286,61722,61876,62184,62800,62955,63265,63885,64048
114,114,408,996,1095,1652,2048,2481,2629,2925,3517,3624,4197,4625,4763,5039,5591,5977,6390,6498,7073,7505,7651,7943,8527,8618,9159,9523,9892,10271,10670,11109,11269,11589,11870,12432,12838,12932,13479,13855,14248,14675,14811,15083,15627,15997,16378,16781,17228,17404,17756,18101,18432,18735,19341,19476,19746,20286,20648,21013,21384,21767,22174,22270,22821,23205,23614,23714,24273,24673,25114,25278,25606,25903,26497,26608,27189,27633,27803,28143,28464,28747,29313,29727,29837,30416,30856,31018,31342,31631,32209,32647,32805,33121,33394,33940,34314,34703,35122,35242,35841,35962,36563,36688,37297,37438,37720,38284,38694,38796,39359,39767,39865,40420,40812,41237,41369,41992,42161,42499,42816,43091,43641,44023,44428,44520,45063,45431,45808,46203,46634,46778,47066,47642,48076,48226,48526,49126,49249,49854,49987,50612,50785,51131,51464,51771,52385,52536,52838,53442,53573,54194,54359,54689,54990,55592,55719,56332,56481,56779,57375,57490,58079,58180,58741,59145,59235,59774,60134,60495,60858,61225,61600,61991,62414,62542,63157,63310,63616,64228
115,115,410,1000,1103,1668,2080,2186,2757,3181,3311,3930,4091,4413,4698,5268,5690,5816,6427,6572,6862,7442,7884,8050,8382,8687,9297,9440,9726,10298,10724,10858,11485,11662,12016,12365,12704,13023,13302,13860,14258,14695,14851,15163,15787,15958,16300,16625,16916,17498,17944,18118,18466,18803,19118,19389,19931,20297,20670,21057,21472,21584,22167,22615,22793,23149,23502,23849,24184,24495,25117,25284,25618,25927,26545,26704,27022,27299,27853,28243,28664,28788,29395,29532,29806,30354,30732,31129,31564,31716,32020,32628,32767,33045,33601,33995,34424,34564,34844,35404,35806,36251,36423,36767,37096,37395,37993,38112,38709,38826,39419,39528,40105,40541,40695,41003,41619,41774,42084,42704,42867,43193,43486,44072,44167,44716,45096,45497,45940,46108,46444,46757,47383,47558,47908,48249,48572,48859,49433,49863,50005,50289,50857,51275,51393,51988,52101,52686,52779,53324,53696,54081,54492,54596,55163,55579,55693,56280,56377,56930,57318,57735,57851,58442,58547,59116,59536,59658,60261,60390,61007,61164,61478,62106,62285,62643,63000,63355,63706,64049
116,116,412,1004,1111,1684,2112,2250,2526,3078,3464,3877,3985,4560,4992,5138,5430,6014,6105,6646,7010,7379,7758,8157,8596,8756,9076,9357,9919,10325,10419,10966,11342,11735,12162,12298,12570,13114,13484,13865,14268,14715,14891,15243,15588,15919,16222,16828,16963,17233,17773,18135,18500,18871,19254,19661,19757,20308,20692,21101,21201,21760,22160,22601,22765,23093,23390,23984,24095,24676,25120,25290,25630,25951,26234,26800,27214,27324,27903,28343,28505,28829,29118,29696,30134,30292,30608,30881,31427,31801,32190,32609,32729,33328,33449,34050,34175,34784,34925,35207,35771,36181,36283,36846,37254,37352,37907,38299,38724,38856,39479,39648,39986,40303,40578,41128,41510,41915,42007,42550,42918,43295,43690,44121,44265,44553,45129,45563,45713,46013,46613,46736,47341,47474,48099,48272,48618,48951,49258,49872,50023,50325,50929,51060,51681,51846,52176,52477,53079,53206,53819,53968,54266,54862,54977,55566,55667,56228,56632,56722,57261,57621,57982,58345,58712,59087,59478,59901,60029,60644,60797,61103,61715,61862,62156,62744,62843,63400,63796,64229
117,117,414,1008,1119,1700,2144,2314,2654,2975,3258,3824,4238,4348,4927,5367,5529,5853,6142,6720,7158,7316,7632,7905,8451,8825,9214,9633,9753,10352,10473,11074,11199,11808,11949,12231,12795,13205,13307,13870,14278,14376,14931,15323,15748,15880,16503,16672,17010,17327,17602,18152,18534,18939,19031,19574,19942,20319,20714,21145,21289,21577,22153,22587,22737,23037,23637,23760,24365,24498,25123,25296,25642,25975,26282,26896,27047,27349,27953,28084,28705,28870,29200,29501,30103,30230,30843,30992,31290,31886,32001,32590,32691,33252,33656,33746,34285,34645,35006,35369,35736,36111,36502,36925,37053,37668,37821,38127,38739,38886,39180,39768,39867,40424,40820,41253,41401,41697,42289,42396,42969,43397,43535,43811,44363,44749,45162,45270,45845,46277,46423,46715,47299,47390,47931,48295,48664,49043,49442,49881,50041,50361,50642,51204,51610,51704,52251,52627,53020,53447,53583,53855,54399,54769,55150,55553,56000,56176,56528,56873,57204,57507,58113,58248,58518,59058,59420,59785,60156,60539,60946,61042,61593,61977,62386,62486,63045,63445,63886,64050
